ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,Default
5087575,F,Y,Y,0,135000,Pensioner,Higher education,Married,House / apartment,-21179,365243,1,0,0,0,None,2,0
5087576,F,Y,Y,0,135000,Pensioner,Higher education,Married,House / apartment,-21179,365243,1,0,0,0,None,2,0
5087605,M,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-15266,-1410,1,0,0,0,None,3,0
5087608,M,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-15266,-1410,1,0,0,0,None,3,0
5087609,M,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-15266,-1410,1,0,0,0,None,3,0
5087611,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,-12681,-709,1,0,0,0,Sales staff,2,0
5087613,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,-12681,-709,1,0,0,0,Sales staff,2,0
5087616,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,-12681,-709,1,0,0,0,Sales staff,2,0
5087617,M,N,Y,1,180000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15312,-1593,1,0,0,0,Laborers,3,0
5087618,M,N,Y,1,180000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15312,-1593,1,0,0,0,Laborers,3,0
5087624,F,N,Y,0,144000,State servant,Secondary / secondary special,Married,House / apartment,-18563,-1075,1,0,0,0,Cleaning staff,2,0
5087630,F,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-22234,365243,1,0,0,0,None,2,0
5087631,F,N,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-22234,365243,1,0,0,0,None,2,0
5087636,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-24580,365243,1,0,0,0,None,1,0
5087637,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-24580,365243,1,0,0,0,None,1,0
5087638,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-24580,365243,1,0,0,0,None,1,0
5087639,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-24580,365243,1,0,0,0,None,1,0
5087645,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-24580,365243,1,0,0,0,None,1,0
5087646,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-24580,365243,1,0,0,0,None,1,0
5087648,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-24580,365243,1,0,0,0,None,1,0
5087649,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-24580,365243,1,0,0,0,None,1,0
5087651,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-24580,365243,1,0,0,0,None,1,0
5087652,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-24580,365243,1,0,0,0,None,1,0
5087653,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-24580,365243,1,0,0,0,None,1,0
5087654,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,-24580,365243,1,0,0,0,None,1,0
5087672,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14511,-193,1,0,0,0,None,2,0
5087674,F,N,Y,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14511,-193,1,0,0,0,None,2,0
5087675,M,Y,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-14479,-1501,1,0,0,0,Laborers,1,0
5087676,M,Y,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-14479,-1501,1,0,0,0,Laborers,1,0
5087677,M,Y,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-14479,-1501,1,0,0,0,Laborers,1,0
5087685,F,N,Y,0,76500,Pensioner,Higher education,Widow,House / apartment,-23659,365243,1,0,0,0,None,1,0
5087687,F,N,Y,0,76500,Pensioner,Higher education,Widow,House / apartment,-23659,365243,1,0,0,0,None,1,0
5087688,F,N,Y,0,76500,Pensioner,Higher education,Widow,House / apartment,-23659,365243,1,0,0,0,None,1,0
5087689,F,N,Y,0,76500,Pensioner,Higher education,Widow,House / apartment,-23659,365243,1,0,0,0,None,1,0
5087698,M,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-21261,-405,1,0,0,0,Security staff,2,0
5087699,M,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-21261,-405,1,0,0,0,Security staff,2,0
5087700,M,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-21261,-405,1,0,0,0,Security staff,2,0
5087701,M,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-21261,-405,1,0,0,0,Security staff,2,0
5087702,M,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-21261,-405,1,0,0,0,Security staff,2,0
5087727,M,N,Y,0,225000,Pensioner,Higher education,Civil marriage,House / apartment,-16518,365243,1,0,0,0,None,2,0
5087728,M,N,Y,0,225000,Pensioner,Higher education,Civil marriage,House / apartment,-16518,365243,1,0,0,0,None,2,0
5087729,M,N,Y,0,225000,Pensioner,Higher education,Civil marriage,House / apartment,-16518,365243,1,0,0,0,None,2,0
5087730,M,N,Y,0,225000,Pensioner,Higher education,Civil marriage,House / apartment,-16518,365243,1,0,0,0,None,2,0
5087731,M,N,Y,0,225000,Pensioner,Higher education,Civil marriage,House / apartment,-16518,365243,1,0,0,0,None,2,0
5087732,M,N,Y,0,225000,Pensioner,Higher education,Civil marriage,House / apartment,-16518,365243,1,0,0,0,None,2,0
5087750,F,N,Y,0,72000,Pensioner,Secondary / secondary special,Married,House / apartment,-18514,365243,1,0,0,0,None,2,0
5087751,F,N,Y,0,72000,Pensioner,Secondary / secondary special,Married,House / apartment,-18514,365243,1,0,0,0,None,2,0
5087755,F,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-15280,-2475,1,0,0,0,Sales staff,2,0
5087756,F,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-15280,-2475,1,0,0,0,Sales staff,2,0
5087766,M,Y,Y,0,130500,Working,Secondary / secondary special,Married,House / apartment,-19502,-1624,1,1,1,0,Drivers,2,0
5087772,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-22699,-2781,1,1,1,0,Medicine staff,2,0
5087773,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-22699,-2781,1,1,1,0,Medicine staff,2,0
5087774,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-22699,-2781,1,1,1,0,Medicine staff,2,0
5087775,F,N,N,0,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14223,-1928,1,0,0,0,Laborers,2,0
5087776,F,N,N,0,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14223,-1928,1,0,0,0,Laborers,2,0
5087777,F,N,N,0,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14223,-1928,1,0,0,0,Laborers,2,0
5087778,F,N,N,0,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14223,-1928,1,0,0,0,Laborers,2,0
5087806,M,Y,Y,0,202500,Working,Secondary / secondary special,Single / not married,Rented apartment,-10690,-648,1,0,0,0,Laborers,1,0
5087807,F,N,N,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-22802,365243,1,0,1,0,None,2,0
5087808,F,N,N,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-22802,365243,1,0,1,0,None,2,0
5087810,F,Y,Y,1,135000,Working,Secondary / secondary special,Separated,House / apartment,-11810,-648,1,1,1,0,Sales staff,2,0
5087811,F,Y,Y,1,135000,Working,Secondary / secondary special,Separated,House / apartment,-11810,-648,1,1,1,0,Sales staff,2,0
5087813,F,Y,Y,1,135000,Working,Secondary / secondary special,Separated,House / apartment,-11810,-648,1,1,1,0,Sales staff,2,0
5087814,F,Y,Y,1,135000,Working,Secondary / secondary special,Separated,House / apartment,-11810,-648,1,1,1,0,Sales staff,2,0
5087815,F,Y,Y,1,135000,Working,Secondary / secondary special,Separated,House / apartment,-11810,-648,1,1,1,0,Sales staff,2,0
5087816,F,Y,Y,1,135000,Working,Secondary / secondary special,Separated,House / apartment,-11810,-648,1,1,1,0,Sales staff,2,0
5087845,M,N,Y,2,148500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-15868,-4423,1,1,1,0,Laborers,4,0
5087847,M,N,Y,2,148500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-15868,-4423,1,1,1,0,Laborers,4,0
5087852,F,Y,N,0,202500,State servant,Secondary / secondary special,Married,House / apartment,-19598,-11940,1,0,1,0,Medicine staff,2,0
5087857,F,Y,N,0,202500,State servant,Secondary / secondary special,Married,House / apartment,-19598,-11940,1,0,1,0,Medicine staff,2,0
5087864,F,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,Rented apartment,-24319,365243,1,0,0,0,None,2,0
5087865,F,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,Rented apartment,-24319,365243,1,0,0,0,None,2,0
5087866,F,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,Rented apartment,-24319,365243,1,0,0,0,None,2,0
5087879,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,-21967,-5215,1,0,0,1,Core staff,2,0
5087880,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,-21967,-5215,1,0,0,1,Core staff,2,0
5087881,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,-21967,-5215,1,0,0,1,Core staff,2,0
5087889,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,-21967,-5215,1,0,0,1,Core staff,2,0
5087898,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,-21967,-5215,1,0,0,1,Core staff,2,0
5087899,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,-21967,-5215,1,0,0,1,Core staff,2,0
5087900,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,-21967,-5215,1,0,0,1,Core staff,2,0
5087906,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,-21967,-5215,1,0,0,1,Core staff,2,0
5087907,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,-21967,-5215,1,0,0,1,Core staff,2,0
5087908,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,-21967,-5215,1,0,0,1,Core staff,2,0
5087914,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,-21967,-5215,1,0,0,1,Core staff,2,0
5087915,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,-21967,-5215,1,0,0,1,Core staff,2,0
5087917,F,Y,N,1,90000,Working,Incomplete higher,Married,Rented apartment,-12383,-3480,1,0,0,0,Laborers,3,0
5087932,F,Y,N,2,157500,Commercial associate,Higher education,Married,House / apartment,-13488,-3723,1,0,0,0,None,4,0
5087933,F,Y,N,2,157500,Commercial associate,Higher education,Married,House / apartment,-13488,-3723,1,0,0,0,None,4,0
5087934,F,Y,N,2,157500,Commercial associate,Higher education,Married,House / apartment,-13488,-3723,1,0,0,0,None,4,0
5087935,F,Y,N,2,157500,Commercial associate,Higher education,Married,House / apartment,-13488,-3723,1,0,0,0,None,4,0
5087936,F,Y,N,2,157500,Commercial associate,Higher education,Married,House / apartment,-13488,-3723,1,0,0,0,None,4,0
5087937,F,Y,N,2,157500,Commercial associate,Higher education,Married,House / apartment,-13488,-3723,1,0,0,0,None,4,0
5087938,F,Y,N,2,157500,Commercial associate,Higher education,Married,House / apartment,-13488,-3723,1,0,0,0,None,4,0
5087939,F,N,Y,0,360000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-18095,-3205,1,0,0,0,Sales staff,2,0
5087940,F,N,Y,0,360000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-18095,-3205,1,0,0,0,Sales staff,2,0
5087941,F,N,Y,0,72000,Working,Secondary / secondary special,Widow,House / apartment,-19923,-2078,1,1,1,0,Cleaning staff,1,0
5087942,F,N,Y,0,72000,Working,Secondary / secondary special,Widow,House / apartment,-19923,-2078,1,1,1,0,Cleaning staff,1,0
5087943,F,N,Y,0,72000,Working,Secondary / secondary special,Widow,House / apartment,-19923,-2078,1,1,1,0,Cleaning staff,1,0
5087944,F,N,Y,0,72000,Working,Secondary / secondary special,Widow,House / apartment,-19923,-2078,1,1,1,0,Cleaning staff,1,0
5087946,F,N,Y,0,72000,Working,Secondary / secondary special,Widow,House / apartment,-19923,-2078,1,1,1,0,Cleaning staff,1,0
5087947,F,N,Y,0,72000,Working,Secondary / secondary special,Widow,House / apartment,-19923,-2078,1,1,1,0,Cleaning staff,1,0
5087948,F,N,Y,0,72000,Working,Secondary / secondary special,Widow,House / apartment,-19923,-2078,1,1,1,0,Cleaning staff,1,0
5087949,F,N,Y,0,72000,Working,Secondary / secondary special,Widow,House / apartment,-19923,-2078,1,1,1,0,Cleaning staff,1,0
5087965,F,N,N,0,135000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19728,365243,1,0,0,0,None,1,0
5087993,M,Y,Y,1,180000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-15547,-6645,1,0,0,0,None,3,0
5087994,M,Y,Y,1,180000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-15547,-6645,1,0,0,0,None,3,0
5088020,F,N,Y,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14224,-617,1,0,0,0,None,3,0
5088042,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,1,0,0,0,Medicine staff,1,0
5088043,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,1,0,0,0,Medicine staff,1,0
5088044,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,1,0,0,0,Medicine staff,1,0
5088045,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,1,0,0,0,Medicine staff,1,0
5088046,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,1,0,0,0,Medicine staff,1,0
5088047,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,1,0,0,0,Medicine staff,1,0
5088048,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,1,0,0,0,Medicine staff,1,0
5088049,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,1,0,0,0,Medicine staff,1,0
5088050,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,1,0,0,0,Medicine staff,1,0
5088051,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,1,0,0,0,Medicine staff,1,0
5088052,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,1,0,0,0,Medicine staff,1,0
5088053,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,1,0,0,0,Medicine staff,1,0
5088054,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,1,0,0,0,Medicine staff,1,0
5088055,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,1,0,0,0,Medicine staff,1,0
5088062,F,Y,Y,1,360000,Working,Higher education,Married,House / apartment,-11619,-2475,1,0,0,0,None,3,0
5088079,F,Y,Y,1,90000,Commercial associate,Higher education,Married,Municipal apartment,-12408,-2293,1,0,0,0,None,3,0
5088082,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21981,365243,1,0,1,0,None,2,0
5088083,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21981,365243,1,0,1,0,None,2,0
5088100,F,Y,Y,0,270000,Working,Secondary / secondary special,Separated,House / apartment,-16971,-375,1,0,0,0,None,1,0
5088110,M,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,-13437,-1713,1,0,0,0,Drivers,3,0
5088112,M,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,-13437,-1713,1,0,0,0,Drivers,3,0
5088113,M,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,-13437,-1713,1,0,0,0,Drivers,3,0
5088114,M,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,-13437,-1713,1,0,0,0,Drivers,3,0
5088115,M,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,-13437,-1713,1,0,0,0,Drivers,3,0
5088135,F,N,N,1,270000,State servant,Secondary / secondary special,Married,House / apartment,-15445,-2750,1,0,0,0,Core staff,3,0
5088167,F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20152,365243,1,0,1,0,None,2,0
5088168,F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20152,365243,1,0,1,0,None,2,0
5088169,F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20152,365243,1,0,1,0,None,2,0
5088170,F,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20152,365243,1,0,1,0,None,2,0
5088173,F,N,N,0,180000,Working,Incomplete higher,Widow,House / apartment,-19629,-1897,1,1,1,0,Core staff,1,0
5088174,F,N,N,0,180000,Working,Incomplete higher,Widow,House / apartment,-19629,-1897,1,1,1,0,Core staff,1,0
5088177,F,N,N,0,180000,Working,Incomplete higher,Widow,House / apartment,-19629,-1897,1,1,1,0,Core staff,1,0
5088179,F,N,N,0,180000,Working,Incomplete higher,Widow,House / apartment,-19629,-1897,1,1,1,0,Core staff,1,0
5088180,F,N,N,0,180000,Working,Incomplete higher,Widow,House / apartment,-19629,-1897,1,1,1,0,Core staff,1,0
5088181,F,N,N,0,180000,Working,Incomplete higher,Widow,House / apartment,-19629,-1897,1,1,1,0,Core staff,1,0
5088190,F,Y,N,0,90000,Pensioner,Higher education,Widow,House / apartment,-24210,365243,1,0,0,0,None,1,0
5088191,F,Y,N,0,90000,Pensioner,Higher education,Widow,House / apartment,-24210,365243,1,0,0,0,None,1,0
5088192,F,Y,N,0,90000,Pensioner,Higher education,Widow,House / apartment,-24210,365243,1,0,0,0,None,1,0
5088193,F,Y,N,0,90000,Pensioner,Higher education,Widow,House / apartment,-24210,365243,1,0,0,0,None,1,0
5088199,F,N,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,-17974,-4758,1,0,0,0,None,1,0
5088221,F,Y,N,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-10377,-3024,1,0,0,0,Medicine staff,1,0
5088222,F,Y,N,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-10377,-3024,1,0,0,0,Medicine staff,1,1
5088223,F,Y,N,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-10377,-3024,1,0,0,0,Medicine staff,1,0
5088224,F,Y,N,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-10377,-3024,1,0,0,0,Medicine staff,1,0
5088225,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21647,365243,1,0,0,0,None,2,0
5088226,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21647,365243,1,0,0,0,None,2,0
5088227,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21647,365243,1,0,0,0,None,2,0
5088229,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21647,365243,1,0,0,0,None,2,0
5088230,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21647,365243,1,0,0,0,None,2,0
5088231,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21647,365243,1,0,0,0,None,2,0
5088232,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21647,365243,1,0,0,0,None,2,0
5088233,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21647,365243,1,0,0,0,None,2,0
5088234,M,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-18817,-2934,1,1,0,0,Laborers,2,0
5088235,M,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-18817,-2934,1,1,0,0,Laborers,2,0
5088236,M,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-18817,-2934,1,1,0,0,Laborers,2,0
5088237,M,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-18817,-2934,1,1,0,0,Laborers,2,0
5088238,M,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-18817,-2934,1,1,0,0,Laborers,2,0
5088239,M,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-18817,-2934,1,1,0,0,Laborers,2,0
5088243,M,N,N,0,180000,State servant,Secondary / secondary special,Married,With parents,-9980,-1534,1,0,0,0,Drivers,2,0
5088244,M,N,N,0,180000,State servant,Secondary / secondary special,Married,With parents,-9980,-1534,1,0,0,0,Drivers,2,0
5088245,M,N,N,0,180000,State servant,Secondary / secondary special,Married,With parents,-9980,-1534,1,0,0,0,Drivers,2,0
5088260,F,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-16693,-6678,1,0,0,0,None,2,0
5088273,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,-20075,-7013,1,1,1,0,Sales staff,2,0
5088275,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,-20075,-7013,1,1,1,0,Sales staff,2,0
5088276,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,-20075,-7013,1,1,1,0,Sales staff,2,0
5088279,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,-20075,-7013,1,1,1,0,Sales staff,2,0
5088281,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,1,0,0,0,Drivers,3,0
5088282,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,1,0,0,0,Drivers,3,0
5088283,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,1,0,0,0,Drivers,3,0
5088284,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,1,0,0,0,Drivers,3,0
5088285,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,1,0,0,0,Drivers,3,0
5088286,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,1,0,0,0,Drivers,3,0
5088287,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,1,0,0,0,Drivers,3,0
5088288,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,1,0,0,0,Drivers,3,0
5088289,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,1,0,0,0,Drivers,3,0
5088290,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,1,0,0,0,Drivers,3,0
5088291,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,1,0,0,0,Drivers,3,0
5088292,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,1,0,0,0,Drivers,3,0
5088293,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,1,0,0,0,Drivers,3,0
5088294,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,1,0,0,0,Drivers,3,0
5088295,M,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,1,0,0,0,Drivers,3,0
5088298,F,N,Y,0,207000,Working,Secondary / secondary special,Married,House / apartment,-20488,-407,1,0,1,0,None,2,0
5088361,M,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-12777,-3541,1,0,0,0,Laborers,2,0
5088377,M,N,Y,0,85500,Pensioner,Lower secondary,Married,House / apartment,-24410,365243,1,0,0,0,None,2,0
5088379,F,N,Y,1,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,-14009,-6982,1,0,0,0,Laborers,3,0
5088390,F,N,Y,0,90000,Pensioner,Higher education,Married,House / apartment,-22286,365243,1,0,1,0,None,2,0
5088391,F,N,Y,0,90000,Pensioner,Higher education,Married,House / apartment,-22286,365243,1,0,1,0,None,2,0
5088392,F,N,Y,0,90000,Pensioner,Higher education,Married,House / apartment,-22286,365243,1,0,1,0,None,2,0
5088415,M,Y,N,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-21997,-2538,1,1,1,0,Security staff,2,0
5088416,M,Y,N,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-21997,-2538,1,1,1,0,Security staff,2,0
5088417,M,Y,N,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-21997,-2538,1,1,1,0,Security staff,2,0
5088427,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20337,365243,1,0,0,0,None,2,0
5088428,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20337,365243,1,0,0,0,None,2,0
5088429,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20337,365243,1,0,0,0,None,2,0
5088430,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20337,365243,1,0,0,0,None,2,0
5088433,F,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-17840,-1807,1,0,0,0,Core staff,1,0
5088434,F,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-17840,-1807,1,0,0,0,Core staff,1,0
5088435,F,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-17840,-1807,1,0,0,0,Core staff,1,0
5088436,F,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-17840,-1807,1,0,0,0,Core staff,1,0
5088437,F,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-17840,-1807,1,0,0,0,Core staff,1,0
5088439,F,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-17840,-1807,1,0,0,0,Core staff,1,0
5088447,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,-22887,-2052,1,0,1,0,Drivers,1,0
5088448,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,-22887,-2052,1,0,1,0,Drivers,1,0
5088449,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,-22887,-2052,1,0,1,0,Drivers,1,0
5088450,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,-22887,-2052,1,0,1,0,Drivers,1,0
5088451,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,-22887,-2052,1,0,1,0,Drivers,1,0
5088453,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,-22887,-2052,1,0,1,0,Drivers,1,0
5088454,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,-22887,-2052,1,0,1,0,Drivers,1,0
